program,time,threads
./sin/sinx-p,3.62528920173645,1
./sin/sinx-p,3.6326756477355957,1
./sin/sinx-p,3.664583683013916,1
./sin/sinx-p,3.643174171447754,1
./sin/sinx-p,3.625908851623535,1
./sin/sinx-p,3.720919609069824,1
./sin/sinx-p,3.6351728439331055,1
./sin/sinx-p,3.6844427585601807,1
./sin/sinx-p,2.2058253288269043,2
./sin/sinx-p,2.245229721069336,2
./sin/sinx-p,2.1552960872650146,2
./sin/sinx-p,2.21270489692688,2
./sin/sinx-p,2.158425807952881,2
./sin/sinx-p,2.1533446311950684,2
./sin/sinx-p,2.1878013610839844,2
./sin/sinx-p,2.1880555152893066,2
./sin/sinx-p,1.7045094966888428,3
./sin/sinx-p,1.7171361446380615,3
./sin/sinx-p,1.7007420063018799,3
./sin/sinx-p,1.7133679389953613,3
./sin/sinx-p,1.7300138473510742,3
./sin/sinx-p,1.6886787414550781,3
./sin/sinx-p,1.6646504402160645,3
./sin/sinx-p,1.6653714179992676,3
./sin/sinx-p,1.3892855644226074,4
./sin/sinx-p,1.5556926727294922,4
./sin/sinx-p,1.3374528884887695,4
./sin/sinx-p,1.308591604232788,4
./sin/sinx-p,1.2984049320220947,4
./sin/sinx-p,1.3325750827789307,4
./sin/sinx-p,1.3463034629821777,4
./sin/sinx-p,1.3214101791381836,4
./sin/sinx-p,1.1307175159454346,5
./sin/sinx-p,1.1876473426818848,5
./sin/sinx-p,1.126563310623169,5
./sin/sinx-p,1.1371729373931885,5
./sin/sinx-p,1.1359121799468994,5
./sin/sinx-p,1.2017786502838135,5
./sin/sinx-p,1.1275770664215088,5
./sin/sinx-p,1.1319701671600342,5
./sin/sinx-p,1.048961877822876,6
./sin/sinx-p,1.0634417533874512,6
./sin/sinx-p,1.039884090423584,6
./sin/sinx-p,1.0091640949249268,6
./sin/sinx-p,1.0153310298919678,6
./sin/sinx-p,1.0221176147460938,6
./sin/sinx-p,1.0573325157165527,6
./sin/sinx-p,0.9811351299285889,6
./sin/sinx-p,0.9287352561950684,7
./sin/sinx-p,0.9716594219207764,7
./sin/sinx-p,0.9742381572723389,7
./sin/sinx-p,0.9443764686584473,7
./sin/sinx-p,0.9271137714385986,7
./sin/sinx-p,0.9813885688781738,7
./sin/sinx-p,0.9444012641906738,7
./sin/sinx-p,0.9374086856842041,7
./sin/sinx-p,0.9028072357177734,8
./sin/sinx-p,0.9126875400543213,8
./sin/sinx-p,0.8791205883026123,8
./sin/sinx-p,0.8721327781677246,8
./sin/sinx-p,0.8751165866851807,8
./sin/sinx-p,0.9296798706054688,8
./sin/sinx-p,0.9133656024932861,8
./sin/sinx-p,0.8826963901519775,8
./sin/sinx-p,0.8682034015655518,9
./sin/sinx-p,0.8435654640197754,9
./sin/sinx-p,0.8380422592163086,9
./sin/sinx-p,0.8720142841339111,9
./sin/sinx-p,0.8603289127349854,9
./sin/sinx-p,0.834202766418457,9
./sin/sinx-p,0.8667769432067871,9
./sin/sinx-p,0.8700144290924072,9
./sin/sinx-p,0.8451132774353027,10
./sin/sinx-p,0.7939090728759766,10
./sin/sinx-p,0.8284783363342285,10
./sin/sinx-p,0.8261415958404541,10
./sin/sinx-p,0.8534717559814453,10
./sin/sinx-p,0.8596315383911133,10
./sin/sinx-p,0.8778953552246094,10
./sin/sinx-p,0.823338508605957,10
./sin/sinx-p,0.7917890548706055,11
./sin/sinx-p,0.7613382339477539,11
./sin/sinx-p,0.7730998992919922,11
./sin/sinx-p,0.7972521781921387,11
./sin/sinx-p,0.8016388416290283,11
./sin/sinx-p,0.7710869312286377,11
./sin/sinx-p,0.7719080448150635,11
./sin/sinx-p,0.7963838577270508,11
./sin/sinx-p,0.7504236698150635,12
./sin/sinx-p,0.782435417175293,12
./sin/sinx-p,0.7870082855224609,12
./sin/sinx-p,0.7508354187011719,12
./sin/sinx-p,0.7507853507995605,12
./sin/sinx-p,0.7327303886413574,12
./sin/sinx-p,0.7031652927398682,12
./sin/sinx-p,0.765878438949585,12
./sin/sinx-p,0.7293741703033447,13
./sin/sinx-p,0.752936601638794,13
./sin/sinx-p,0.7594451904296875,13
./sin/sinx-p,0.7554070949554443,13
./sin/sinx-p,0.7543444633483887,13
./sin/sinx-p,0.7176299095153809,13
./sin/sinx-p,0.7153017520904541,13
./sin/sinx-p,0.7185516357421875,13
./sin/sinx-p,0.7044308185577393,14
./sin/sinx-p,0.6633944511413574,14
./sin/sinx-p,0.6639509201049805,14
./sin/sinx-p,0.6936607360839844,14
./sin/sinx-p,0.7400779724121094,14
./sin/sinx-p,0.6959357261657715,14
./sin/sinx-p,0.7052257061004639,14
./sin/sinx-p,0.7102293968200684,14
./sin/sinx-p,0.6888186931610107,15
./sin/sinx-p,0.682915210723877,15
./sin/sinx-p,0.6979544162750244,15
./sin/sinx-p,0.6898572444915771,15
./sin/sinx-p,0.6818828582763672,15
./sin/sinx-p,0.6914010047912598,15
./sin/sinx-p,0.678363561630249,15
./sin/sinx-p,0.7219119071960449,15
./sin/sinx-p,0.6815478801727295,16
./sin/sinx-p,0.6768791675567627,16
./sin/sinx-p,0.7256026268005371,16
./sin/sinx-p,0.7084813117980957,16
./sin/sinx-p,0.6726837158203125,16
./sin/sinx-p,0.7117576599121094,16
./sin/sinx-p,0.6700983047485352,16
./sin/sinx-p,0.6665799617767334,16
./sin/sinx-p,0.6607165336608887,17
./sin/sinx-p,0.6547625064849854,17
./sin/sinx-p,0.6952629089355469,17
./sin/sinx-p,0.6589627265930176,17
./sin/sinx-p,0.6580760478973389,17
./sin/sinx-p,0.6981081962585449,17
./sin/sinx-p,0.690161943435669,17
./sin/sinx-p,0.6538305282592773,17
./sin/sinx-p,0.647637128829956,18
./sin/sinx-p,0.6428244113922119,18
./sin/sinx-p,0.6497135162353516,18
./sin/sinx-p,0.6545183658599854,18
./sin/sinx-p,0.6512353420257568,18
./sin/sinx-p,0.6609671115875244,18
./sin/sinx-p,0.6473908424377441,18
./sin/sinx-p,0.651970386505127,18
./sin/sinx-p,0.6534688472747803,19
./sin/sinx-p,0.6479940414428711,19
./sin/sinx-p,0.6500825881958008,19
./sin/sinx-p,0.6604185104370117,19
./sin/sinx-p,0.6560811996459961,19
./sin/sinx-p,0.6502518653869629,19
./sin/sinx-p,0.6415872573852539,19
./sin/sinx-p,0.6614713668823242,19
./sin/sinx-p,0.6524276733398438,20
./sin/sinx-p,0.6261906623840332,20
./sin/sinx-p,0.6477627754211426,20
./sin/sinx-p,0.6363792419433594,20
./sin/sinx-p,0.6370606422424316,20
./sin/sinx-p,0.6366569995880127,20
./sin/sinx-p,0.6309044361114502,20
./sin/sinx-p,0.6852529048919678,20
./sin/sinx-p,0.6330504417419434,21
./sin/sinx-p,0.6505851745605469,21
./sin/sinx-p,0.676661491394043,21
./sin/sinx-p,0.6566083431243896,21
./sin/sinx-p,0.6401379108428955,21
./sin/sinx-p,0.627964973449707,21
./sin/sinx-p,0.632192850112915,21
./sin/sinx-p,0.6361212730407715,21
./sin/sinx-p,0.6080074310302734,22
./sin/sinx-p,0.6311883926391602,22
./sin/sinx-p,0.626753568649292,22
./sin/sinx-p,0.6265542507171631,22
./sin/sinx-p,0.6256439685821533,22
./sin/sinx-p,0.6492209434509277,22
./sin/sinx-p,0.6189794540405273,22
./sin/sinx-p,0.6276147365570068,22
./sin/sinx-p,0.6399383544921875,23
./sin/sinx-p,0.6156384944915771,23
./sin/sinx-p,0.6080381870269775,23
./sin/sinx-p,0.605478048324585,23
./sin/sinx-p,0.6041872501373291,23
./sin/sinx-p,0.6074583530426025,23
./sin/sinx-p,0.611997127532959,23
./sin/sinx-p,0.6074166297912598,23
./sin/sinx-p,0.6097047328948975,24
./sin/sinx-p,0.6208579540252686,24
./sin/sinx-p,0.6004989147186279,24
./sin/sinx-p,0.6056325435638428,24
./sin/sinx-p,0.6111030578613281,24
./sin/sinx-p,0.6065239906311035,24
./sin/sinx-p,0.5981087684631348,24
./sin/sinx-p,0.6123847961425781,24
./sin/sinx-p,0.5959441661834717,25
./sin/sinx-p,0.6207196712493896,25
./sin/sinx-p,0.6029462814331055,25
./sin/sinx-p,0.6054913997650146,25
./sin/sinx-p,0.604851484298706,25
./sin/sinx-p,0.5943639278411865,25
./sin/sinx-p,0.5928692817687988,25
./sin/sinx-p,0.6064682006835938,25
./sin/sinx-p,0.601311206817627,26
./sin/sinx-p,0.5963170528411865,26
./sin/sinx-p,0.594191312789917,26
./sin/sinx-p,0.5914301872253418,26
./sin/sinx-p,0.6046602725982666,26
./sin/sinx-p,0.5973172187805176,26
./sin/sinx-p,0.5944528579711914,26
./sin/sinx-p,0.6024353504180908,26
./sin/sinx-p,0.5916955471038818,27
./sin/sinx-p,0.5863776206970215,27
./sin/sinx-p,0.5859959125518799,27
./sin/sinx-p,0.5957636833190918,27
./sin/sinx-p,0.5915195941925049,27
./sin/sinx-p,0.5898749828338623,27
./sin/sinx-p,0.5925023555755615,27
./sin/sinx-p,0.584094762802124,27
./sin/sinx-p,0.591893196105957,28
./sin/sinx-p,0.5844006538391113,28
./sin/sinx-p,0.5635788440704346,28
./sin/sinx-p,0.5867486000061035,28
./sin/sinx-p,0.5849416255950928,28
./sin/sinx-p,0.5870027542114258,28
./sin/sinx-p,0.5781211853027344,28
./sin/sinx-p,0.566892147064209,28
./sin/sinx-p,0.591519832611084,29
./sin/sinx-p,0.5905189514160156,29
./sin/sinx-p,0.6210019588470459,29
./sin/sinx-p,0.5882811546325684,29
./sin/sinx-p,0.6212100982666016,29
./sin/sinx-p,0.5775198936462402,29
./sin/sinx-p,0.5855298042297363,29
./sin/sinx-p,0.7123231887817383,29
./sin/sinx-p,0.5718960762023926,30
./sin/sinx-p,0.5741701126098633,30
./sin/sinx-p,0.5810916423797607,30
./sin/sinx-p,0.5829713344573975,30
./sin/sinx-p,0.575314998626709,30
./sin/sinx-p,0.5812187194824219,30
./sin/sinx-p,0.6127195358276367,30
./sin/sinx-p,0.5839765071868896,30
./sin/sinx-p,0.5748376846313477,31
./sin/sinx-p,0.5778720378875732,31
./sin/sinx-p,0.6047987937927246,31
./sin/sinx-p,0.586564302444458,31
./sin/sinx-p,0.5704078674316406,31
./sin/sinx-p,0.5783607959747314,31
./sin/sinx-p,0.5711996555328369,31
./sin/sinx-p,0.5773992538452148,31
./sin/sinx-p,0.5735414028167725,32
./sin/sinx-p,0.5653743743896484,32
./sin/sinx-p,0.5728797912597656,32
./sin/sinx-p,0.572479248046875,32
./sin/sinx-p,0.6092631816864014,32
./sin/sinx-p,0.5788202285766602,32
./sin/sinx-p,0.5730199813842773,32
./sin/sinx-p,0.5766925811767578,32
./sin/sinx-p,0.5638864040374756,33
./sin/sinx-p,0.5710253715515137,33
./sin/sinx-p,0.5629973411560059,33
./sin/sinx-p,0.5729217529296875,33
./sin/sinx-p,0.5637953281402588,33
./sin/sinx-p,0.6283674240112305,33
./sin/sinx-p,0.5629713535308838,33
./sin/sinx-p,0.6017451286315918,33
./sin/sinx-p,0.5596096515655518,34
./sin/sinx-p,0.5571331977844238,34
./sin/sinx-p,0.5709514617919922,34
./sin/sinx-p,0.5574619770050049,34
./sin/sinx-p,0.6306858062744141,34
./sin/sinx-p,0.6082744598388672,34
./sin/sinx-p,0.5582947731018066,34
./sin/sinx-p,0.5712270736694336,34
./sin/sinx-p,0.5873746871948242,35
./sin/sinx-p,0.5566368103027344,35
./sin/sinx-p,0.6048085689544678,35
./sin/sinx-p,0.5678679943084717,35
./sin/sinx-p,0.5593435764312744,35
./sin/sinx-p,0.555382490158081,35
./sin/sinx-p,0.5544929504394531,35
./sin/sinx-p,0.5653114318847656,35
./sin/sinx-p,0.5880577564239502,36
./sin/sinx-p,0.561225414276123,36
./sin/sinx-p,0.5633237361907959,36
./sin/sinx-p,0.5954301357269287,36
./sin/sinx-p,0.6175498962402344,36
./sin/sinx-p,0.5620944499969482,36
./sin/sinx-p,0.5955295562744141,36
./sin/sinx-p,0.5845377445220947,36
./sin/sinx-p,0.5619969367980957,37
./sin/sinx-p,0.5601613521575928,37
./sin/sinx-p,0.5554239749908447,37
./sin/sinx-p,0.5527808666229248,37
./sin/sinx-p,0.559680700302124,37
./sin/sinx-p,0.5604345798492432,37
./sin/sinx-p,0.5567648410797119,37
./sin/sinx-p,0.5908248424530029,37
./sin/sinx-p,0.5590684413909912,38
./sin/sinx-p,0.5483353137969971,38
./sin/sinx-p,0.5579249858856201,38
./sin/sinx-p,0.6181812286376953,38
./sin/sinx-p,0.5588316917419434,38
./sin/sinx-p,0.5555093288421631,38
./sin/sinx-p,0.5493464469909668,38
./sin/sinx-p,0.6101176738739014,38
./sin/sinx-p,0.5905616283416748,39
./sin/sinx-p,0.5841386318206787,39
./sin/sinx-p,0.5553710460662842,39
./sin/sinx-p,0.5777337551116943,39
./sin/sinx-p,0.5485138893127441,39
./sin/sinx-p,0.5913956165313721,39
./sin/sinx-p,0.5920305252075195,39
./sin/sinx-p,0.5576598644256592,39
./sin/sinx-p,0.5947983264923096,40
./sin/sinx-p,0.552703857421875,40
./sin/sinx-p,0.5450036525726318,40
./sin/sinx-p,0.5742537975311279,40
./sin/sinx-p,0.5803959369659424,40
./sin/sinx-p,0.5476655960083008,40
./sin/sinx-p,0.5441579818725586,40
./sin/sinx-p,0.5872540473937988,40
./sin/sinx-p,0.5442178249359131,41
./sin/sinx-p,0.612623929977417,41
./sin/sinx-p,0.6554014682769775,41
./sin/sinx-p,0.678952693939209,41
./sin/sinx-p,0.5978298187255859,41
./sin/sinx-p,0.578615665435791,41
